Pos,PIC,No.,Name,Class,Best Tm,Laps,Diff,Gap,Points,Make,Model,Color,Year,City,State,Sponsor,Email
1,1,24,C Nadel,PTU,01:00.1,24,,,0,,Pro Truck,,,,,,
2,2,37,J Loidice,PTU,01:01.3,24,1.596,1.596,0,,M3,,,,,,
3,3,44,B Marinaccio,PTU,01:01.2,24,2.011,0.415,0,,Pro Truck,,,,,,
4,1,90,R Kaser,PTA,01:02.0,24,3.505,1.494,0,,Mustang,,,,,,
5,2,125,B Headley,PTA,01:01.9,24,6.203,2.698,0,,Mustang,,,,,,
6,3,62,Alan Watson,PTA,01:01.8,24,9.116,2.913,0,,Mustang,,,,,,
7,4,33,R Avati,PTA,01:02.1,24,9.638,0.522,0,,Mustang,,,,,,
8,4,121,F Rossi,PTU,01:02.2,24,13.902,4.264,0,,Corvette,,,,,,
9,5,52,J Schenck,PTA,01:02.5,24,17.101,3.199,0,,Challenge Car,,,,,,
10,6,48,John George,PTA,01:02.4,24,18.042,0.941,0,FFR,Challenge Car,,,,,,
11,7,69,D Stein,PTA,01:03.2,24,22.986,4.944,0,,RX7,,,,,,
12,1,110,PTB Reeves,PTB,01:04.0,24,24.698,1.712,0,BMW,E30 M3,,,,,,
13,8,1,C Thompson,PTA,01:03.0,24,28.503,3.805,0,,Challenge Car,,,,,,
14,1,68,B Reilly,PTE,01:04.7,23,1 Lap,1 Lap,0,,Miata,,,,,,
15,9,36,R Mohr,PTA,01:04.4,23,1 Lap,2.065,0,,Mustang,,,,,,
16,10,122,E Jacobs,PTA,01:04.3,23,1 Lap,0.572,0,,Challenge Car,,,,,,
17,1,124,W Holmes,PTD,01:04.1,23,1 Lap,2.13,0,,Integra,,,,,,
18,2,222,PTD Katz,PTD,01:04.7,23,1 Lap,0.755,0,,944,,,,,,
19,2,46,PTB Mandell,PTB,01:04.7,23,1 Lap,3.291,0,,944SC,White,,,,,
20,2,8,D LaPoint,PTE,01:04.8,23,1 Lap,1.743,0,,Miata,,,,,,
21,3,1,J DiMinno,PTD,01:05.3,23,1 Lap,2.112,0,,Sentra,,,,,,
22,3,2,K Anderson,PTE,01:05.7,23,1 Lap,3.979,0,,Miata,,,,,,
23,1,22,J Fisher,PTF,01:06.4,23,1 Lap,6.98,0,,MR2,,,,,,
24,3,76,K Hubbard,PTB,01:06.2,23,1 Lap,1.813,0,,2002,,,,,,
25,4,39,PTD Wielgoszinski,PTD,01:07.5,23,1 Lap,1.632,0,porsche,944,,,,,,
26,5,992,M Russell,PTU,01:04.6,22,2 Laps,1 Lap,0,,325i,,,,,,
27,2,22,PTF Reimels,PTF,01:08.2,22,2 Laps,11.91,0,Legends,Chevy Sedan,,,,,,
28,4,99,Tony Senese,PTE,01:07.7,22,2 Laps,3.157,0,,Miata,,,,,,
29,3,9,E Cangialosi,PTF,01:09.2,22,2 Laps,3.63,0,,Protégé,,,,,,
30,4,148,PTB Glickel,PTB,01:07.9,22,2 Laps,0.463,0,,944,Red,,,,,
31,5,98,PTD Sumida,PTD,01:09.6,22,2 Laps,1.494,0,porsche,944,,,,,,
32,5,14,Dave Deerson,PTE,01:09.2,22,2 Laps,2.501,0,,Miata,,,,,,
33,11,109,John Lownick,PTA,01:04.3,17,7 Laps,5 Laps,0,,Mustang,,,,,,
34,6,19,J Lee,PTE,01:11.0,7,17 Laps,10 Laps,0,,240sx,,,,,,
35,7,517,Zephyr Belski,PTE,01:06.0,6,18 Laps,1 Lap,0,Honda,Civic,,,,,,
DQ,DQ,4,PTB Sabatello,PTB,01:03.5,24,DQ,,0,BMW,,,,,,,
